neighborhood_label,neighborhood,transcript_id,chunk_id,tsne_x,tsne_y,text,window_start,window_end
F,5,RELABEL_Katy_ISD-2024-10-28-Board_Meetings - Katy_ISD-2024-10-28-Board_Meetings,24,-56.779343,4.617067,"[48:00–48:30]
The goal of the Parent Centers is to help all families establish home environments that support
learning and positive parenting. And our locations are over at Hayes Elementary, Hudson, May Creek,
Sundown, and Morton Ranch High School, where we have our evening program. We have seen the many
positive effects of our bilingual and ESL programs through the eyes of our successful students. An
interesting fact about validatorians and salutatorians over the past three years in KDIESD.

[48:30–49:00]
KDISD is that an average of 40% of our KDISD valedictorians and salutatorians are or were previously
emergent bilingual students. And an average of 25% of our KDISD valedictorians and salutatorians are
or were previously immigrant students. We are very proud of our ESL and bilingual programs in KDISD.
Our mission to prepare and inspire each student is achieved by providing ESL and bilingual programs.

[49:00–49:30]
that result in English proficiency, academic success, and readiness for the future. We hope you have
enjoyed learning about how we support the diversity in our community. And we thank you, Board
President, Board Members, and Superintendent Grigorski for being supportive of our bilingual
emergent populations. And if there's any questions or comments, we welcome them at this time. Thank
you very much for your presentation. Any questions or comments? Trustees? Mr. President, I have a
question.

[49:30–50:00]
Ms. Calvin. Uh so I I understand the benefits of bilingualism, and when you look at the graphic that
you showed about the amount of valedictorians and salutatorians who are emergent bilingual or who
were emergent bilingual, I think that speaks for itself. But what I look at is when we have our
English speakers, our native English speakers, and maybe this is a question for this board, and you
can chime in when we know the benefits to mental capacity.",0:48:00,0:50:00
F,5,RELABEL_Katy_ISD-2024-10-28-Board_Meetings - Katy_ISD-2024-10-28-Board_Meetings,34,-36.535988,-22.080065,"[01:08:30–01:09:00]
The map has the map on it. Okay. So I think it's just important for all of us to to just look at
that and see that we have emergent bilingual students in these are high school zones as they're
drawn out with the colors is just that they're spread every which direction around our campus. I
mean around our our district. Uh and slide two, please. And when we look at this to see how diverse
KDISD is.

[01:09:00–01:09:30]
Is and how successful we continue to be is an anomaly in Texas. Right? The more that changes, the
majority changes, the more difficult it is to achieve at the level where KDISD is achieving. And
throughout the state, we'll hear, how are y'all doing that? And Katie, tell me what you're doing
about this. How are you accomplishing and being incredibly successful edge to edge? And as a
district to still be so revered and respected for academic.

[01:09:30–01:10:00]
success and all of our fine arts success. And Mr. Edmund, didn't you say something about Niche
Report recently? Right. We're number one in the niche reports consistently, and yet our demographics
are changing. We are no longer a vast majority of any one thing. We're just a big blend of a lot of
wonderful people, a lot of wonderful children and families coming here because of the uh incredible
education that's delivered in our classrooms and supported by our staff.",1:08:00,1:10:00
F,5,RELABEL_Katy_ISD-2024-10-28-Board_Meetings - Katy_ISD-2024-10-28-Board_Meetings,78,-43.869614,-13.020509,"[02:36:00–02:36:30]
it increased to 28, and then for this year it increased to 33. So that right there kind of tells you
we really need to be intentional on um historical data with the campuses and then perhaps how the
demographics are changing and that we are intentional on how we're supporting those campuses.
Because here at this elementary level, that is critical so that when by the time they reach
secondary, that there are any type of gaps, academic, behavior, learning, whatever the case may be,
that those gaps are being closed because we were

[02:36:30–02:37:00]
shining a spotlight on it. So what was we kind of then we took started looking at what other
academic eligibility should we be evaluating? We look at the student academic performance for that
particular campus, we look at their CEP eligibility, we look at their at risk percentage, how many
of the students, what percentage of the students are uh have at risk indicators, what's the
economically disadvantaged? And so we kind of and we look at that three to five year, and if there's
a trajectory there that that's increasing, student mobility.

[02:37:00–02:37:30]
Unit mobility. It's just a fact that some of our campuses are based upon you know one particular
campus. There's a number of apartment complexes there, there's three hotels. We need to look at that
and make sure that that mobility, that in and out, that we're able to meet that need and support the
students there. And then of course we look at the special education because special education does,
as we've talked about, require over teachers over and above to do some things, arts, things like
that. So we want to make sure that we're looking

[02:37:30–02:38:00]
at that load as well. Then we have we are in year one of the implementation of what we call our
academic innovative model. Dr. Gogorski had charged us with looking at what we could do as a team,
school leadership and teaching and learning. And so over the summer, together we sat down with him
and we said, This is what we are proposing, and it's a pilot. And as we go through the uh semester
and through the school year, we have checkpoints along the way.",2:36:00,2:38:00
F,5,RELABEL_Katy_ISD-2025-04-22-Board_Meetings - Katy_ISD-2025-04-22-Board_Meetings,21,-52.572895,-6.7890277,"[44:00–44:30]
Frank it is at the end of 24 25 contract period. We'll now proceed to vote. Board members please
record your vote on the screen via your keypad. The motion carries 7-0. We will now move on to the
uh report on the board member requiring continuing education. And you have the report you have the
report in front of you. And I understand that uh that uh

[44:30–45:00]
based on a uh recent certification or certificate that was just completed uh in the last few days,
that uh everybody has completed their uh 100% of completed their uh training as required, the
continuing education report. We'll now move on to uh 9.2, which is uh gifted and talented advanced
academic stuff.

[45:00–45:30]
Advanced Academic Studies. And the board presenter is Danielle Sanchez, Director of GT and Advanced
Academics. Welcome. Good evening, President Perez, Board of Trustees, and Dr. Grigorski. I'm happy
to be here this evening to share some of our work in GT and Advanced Academics. GT and Advanced
Academics supports students in grades K through twelve in four areas: gifted and talented services,
dual credit, academic competitions, and in coordination with secondary curriculum and instruction,
the CAP and AP programs. This evening

[45:30–46:00]
an overview of each of these areas will be provided. KDIC currently serves 8,882 students through
gifted and talented programming, roughly 9% of the district's population. This slide shows some key
demographics within the GT population. It's important to note that GT students may also receive
services in other areas. 14% of our GT students are classified as emerging bilingual, 3% receive
special education services, and 4% are served through Section 504. Additionally, 14% of our GT
students are classified as",0:44:00,0:46:00
F,5,RELABEL_Katy_ISD-2025-04-22-Board_Meetings - Katy_ISD-2025-04-22-Board_Meetings,22,-53.58193,-6.42619,"[46:00–46:30]
economically disadvantaged. GT screening, identification, and services are governed by the Texas
State Plan for the Education of Gifted and Talented Students. This document establishes the state's
expectations for GT services throughout Texas. One such requirement is the collection of both
qualitative and quantitative data when making placement decisions. In KDISD, we collect feedback
from teachers and parents and use this qualitative data in coordination with ability, achievement,
and intelligence testing to arrive at a placement decision.

[47:00–47:30]
The data is then analyzed by the campus placement committee, which consists of a GT facilitator, a
campus administrator, and a counselor. Elementary students with five or more positive measures and
secondary students with three or more positive measures are identified for GT services. In
elementary school, students identified for GT services participate in the challenge program, a full
day pullout program through which a GT teacher engages students in project and problem based
learning. Students focus on real world content applications and explore careers in their field.
Challenge utilizes

[47:30–48:00]
a five-year curriculum cycle and culminates with a GT Expo. The curriculum cycle comprises five
overarching themes and three units within those themes. This year, our challenge students are
studying technology, medicine, and law, and the innovations within each unit. Next year, they will
study geological forces, neuroscience, and oceanography. GT Expo allows challenge students to
showcase their learning throughout elementary school. In Challenge, students create and maintain a
digital portfolio of their knowledge.",0:46:00,0:48:00
F,5,RELABEL_Katy_ISD-2025-04-22-Board_Meetings - Katy_ISD-2025-04-22-Board_Meetings,29,-33.600327,-6.6819725,"[01:00:00–01:00:30]
Slide six. How do we choose our curriculum for these units? Oh, great question. So our curriculum is
developed by an in house group of teachers. I was told the other day by a teacher who's taught for a
very long time here that the curriculum was actually developed in 1990, and we have continued to
refine it every year. As you can imagine, since we only teach one unit every five years, technology,
for example, the last time we taught the technology unit was five years ago. I mean, the

[01:00:30–01:01:00]
the amount of revisions that had to take place to be able to teach technology this year was
incredible. So we're constantly looping back through to to update it. Well I just want to say kudos
to all of you and our in-house GT curriculum writers because that is amazing and it's awesome that
we can create it ourselves. Yes. And not have to go out out and outsource that and that's allowing
them to use their skills and I think that's great. And then on slide 14, I just wanted to ask on the
total number of exams on this chart.

[01:01:00–01:01:30]
Um is that total exams in of KDISD students? So the total number of exams that like in the and let's
look at the most recent data, 23, 24, that 21,000 number. Yes. That's 21,000 exams taken by those
9,500 students. So each student may take more than one AP exam. Got it. That's what I was thinking,
but I just I w I was wondering how we got the 85%. So perfect, that makes sense. Okay, thank you so
much. I'm excited about your program.

[01:01:30–01:02:00]
Thank you. Thank you for all that you're doing to support it. Of course. My pleasure. Other
questions, trustees? Yeah, Mr. President. Ms. Costella. Thank you so much for the presentation. I
have a specific question on dual credit. Yes, ma'am. On slide 18. You mentioned that we we could
have an HCC professor versus an embedded KDISD instructor. You said the majority are KDISC
instructors, but we do have some HCC professors.",1:00:00,1:02:00
F,5,RELABEL_Katy_ISD-2025-09-22-Board_Meetings - Katy_ISD-2025-09-22-Board_Meetings,38,-49.099945,-2.7930849,"[01:16:00–01:16:30]
Intensity, or do we need to try some other interventions, whether that be for behavior and/or
academics? Those data-driven discussions look, like I said, different on every campus because our
principal leaders make the decisions on when that occurs and what that looks like. And there's a
picture up there of one particular campus and their utilization of all the data that's predetermined
and preloaded into those shared workshops. And then we want to make sure that we are documenting.

[01:17:00–01:17:30]
Documenting the progress of students. We have requirements from TEA in terms of how students are
doing if they're a tier two receiving tier two interventions or tier three interventions. So we are
absolutely committed to making sure those are documented so we know what's working and what's not,
and how we might need to readjust. For accelerated instruction, there are two big pieces of
legislation within the last five years that have really come out, and that was House Bill 4545.

[01:17:30–01:18:00]
4545 and House Bill 1416 in the 88th legislature. Things were refined in terms of acceleration. In
Katie, we have always provided intervention supports. We were in a much better place when these
mandates came out because we already had humans on our campuses who were doing this work with
fidelity. This just dictated hours assigned. What I'll tell you is, regardless of 15 hours or 30
hours, that's not a recipe for getting students to grade.",1:16:00,1:18:00
F,5,RELABEL_Katy_ISD-2025-09-22-Board_Meetings - Katy_ISD-2025-09-22-Board_Meetings,40,-49.935825,-3.8675501,"[01:20:00–01:20:30]
in nature. And we know that is a really hard time to make those transitions to those grade levels
while also having to fit these pieces into their schedules. So that summer opportunity, yes, it gets
the compliance of the accelerated instruction hours checked off. But what we know to be true is that
when those kiddos go back into the classrooms, they still need support to make sure they're coming
up to their grade level.

[01:20:30–01:21:00]
So this moves us right into academic support services. There is no dictate that students who fail
STAR are the only kiddos we're helping. We're helping students when they struggle because even if a
student makes the approaches marker in STAR, we know they're still below grade level and they will
still need some intervention supports. So we don't ever want folks to just think only intervention
is happening based on STAR data. That's that MTSS piece that comes into

[01:21:30–01:22:00]
play so beautifully that we're utilizing multiple data points to really understand where the
students' gaps are and making sure that we're able to fill them in a variety of ways. At our
elementary campuses, we have designated academic support teachers or ASTs in reading and math, who
are those practitioners. Man, they are amazing humans. They are pulling out small groups of students
to really hone in on those areas. We have components that they focus on.",1:20:00,1:22:00
F,5,RELABEL_Katy_ISD-2025-09-22-Board_Meetings - Katy_ISD-2025-09-22-Board_Meetings,41,-50.85675,-4.4766774,"[01:22:00–01:22:30]
that also support what's happening in those general education classrooms. At the secondary level, we
do have courses, our junior high math lab and our junior high reading elective that students can be
scheduled in. This is a real hard one sometimes for parents, but it's real important to help folks
understand. We want students to have that opportunity to accelerate. If we know students are
struggling, we want to get them the supports that they need by accessing those courses.

[01:22:30–01:23:00]
courses if we can make them work in their schedule. If we can't make them work, our principals and
MTSS coordinators also have very strategic study halls and ELT times where they're targeted
intervention. So they may not be scheduled in a course but that doesn't prohibit us from still
providing those interventions. At a high school we have our high school SL Math and SL literacy.
I'll be honest it gets real harder with graduation requirements for students to access these
classes.

[01:23:00–01:23:30]
Classes because we understand there's a rigor involved with that. But we also want to make sure that
we have students who are leaving our high schools with those fluency skills in math and literacy so
they can go on to those post high school opportunities or career. Now I'm going to talk to you about
pre kindergarten. So for pre kindergarten eligibility, a child must be four years of age on or
before September 1st, and they must meet one of these eligibilities.

[01:23:30–01:24:00]
Eligibilities. We added, the state added an eighth eligibility as the child of a classroom teacher
at a public or primary school. We added 130 students in pre kindergarten, which was eight
classrooms, based on this new eligibility alone. That's really exciting for us. The other
eligibilities we've had, and we will continue to enroll. We have currently over 2,600 children
enrolled in pre kindergarten.",1:22:00,1:24:00
F,5,RELABEL_Katy_ISD-2025-09-22-Board_Meetings - Katy_ISD-2025-09-22-Board_Meetings,43,-46.974293,-1.2574457,"[01:26:00–01:26:30]
Of experiences for our children. First and foremost is focusing on those executive functioning
skills through the social and emotional development. Because we know for some of our students who
are coming into pre kindergarten, they've never been in such a structured educational environment.
So we are teaching them very base functioning skills to walk into the classroom where we put our
backpack, our seat, how we sit, we sit in a square, and that explicit instruction in behavior.

[01:26:30–01:27:00]
Behavior is really the only grade level that we have guidance from TEA on. We do go into the other
areas. And if you haven't been again in those pre K classrooms, go in. It's amazing, amazing things
going on. We also outreach to our parents. Earlier this month, we had our pre kindergarten Title I
parent event. We host that annually in conjunction with our Title I team. And we did that at May
Creek High School's ninth grade center this year. I want to mention it because.

[01:27:00–01:27:30]
it was the most special event. We tapped into our National Honor Society members at every high
school sent volunteers. And when I tell you, we had pre-K teachers teaching our high schoolers how
to teach our four year olds and their families. It was the most beautiful circle of support that
I've seen, and I've been here for 25 years. So it was just a beautiful event. Our high schoolers
were amazing. We will continue to grow that event to make sure our parents have access to those
supplements.

[01:27:30–01:28:00]
To those supplemental events as well. We also support our students who enroll and are placed have
been placed in foster care. There are more than 18,000 children in the state of Texas who are in the
foster care system and growing. And so we want to make certain that when we have children who have
been placed within the foster care system and enroll in Katie, that the barriers are removed. We
have a beautiful from TEA student success guide that is.",1:26:00,1:28:00
F,5,RELABEL_Katy_ISD-2025-09-22-Board_Meetings - Katy_ISD-2025-09-22-Board_Meetings,61,-50.588448,-15.965867,"[02:02:00–02:02:30]
plan at these levels. Annual goals and targets were created for a five-year period and today serves
as our annual update and public meeting. Our CIPs and our DIP are being finalized, and we anticipate
plans being on the websites in October. In addition to our annual public meeting, school board
members, you also receive updates in your quarterly reports throughout the year. So let's jump into
our goals and targets. For STAR, there are four performance levels shown here on the left. To
calculate accountability, TEA uses.

[02:02:30–02:03:00]
in STAR approaches Meets and Masters. To calculate House Bill 3, however, TEA uses only Meets and
Masters. Notice that's an entire group of children who are typically counted as a positive that are
not counted in the same way for House Bill 3. The higher standard will, of course, affect the
numbers that you see. The House Bill 3 connection is to have 60% of students earning Meets or
Masters on third on third grade reading and math. To give perspective at the state level, 52%

[02:03:00–02:03:30]
52% and 45% of students statewide earn these levels on the 2025 reading and math test. Additional
perspective, you'll see underneath that with the approaches, the numbers were 78 and 70 percent.
Typically with accountability, you'll hear me talk about approaches, meets and masters, but today it
is only about meets and masters. For additional perspective, at our high schools, there are nine
indicators.

[02:03:30–02:04:00]
There we go. Under the C CMR for KDISD, students are encouraged to meet the indicator that makes
sense for their personal goals. There is no competition between these indicators, and it does not
matter which year they earn it. Data is pulled in their senior year. Now behind each indicator,
there are additional rules, but this gives you perspective on the variety of ways students can meet
this goal. Remember the House Bill 3 connection is to have 60% of seniors meet their CCMR. Statewide
data will show you that 82% of students met the goal in 2025.",2:02:00,2:04:00
F,5,RELABEL_Katy_ISD-2025-09-22-Board_Meetings - Katy_ISD-2025-09-22-Board_Meetings,62,-49.33115,-15.004035,"[02:04:30–02:05:00]
Now that you've heard about the content behind the numbers, I'll share the goals and targets. Goals
represent the aggregate student performance, all kids reported together, and targets represent the
student groups to support closing the achievement gap. Four reading, the percent of KDISD students
who achieve meets and above on the third grade reading star will increase from 64% to 66% by 2029.
Remember the House Bill 3 connection is to have 60% at the state performance.

[02:05:00–02:05:30]
we're looking at 52%. And in KDISD for 2025, we're at 64%. When our goal is higher, when our goal is
higher than the House Bill 3 expectation, the internal goals will progress at a more moderate rate,
shown here, and our 2026 goal will increase by one percentage point. All of our student groups
continue to perform higher than the federal targets, which are in red. And we zone in on our special
education and our economically disadvantaged because they are close to the federal target in order.

[02:05:30–02:06:00]
Target and or the lowest performing student group. Similar in math. The percent of KDISD students
who achieve who achieve meets and above on third grade math star will increase from 55% to 60% by
2029. So again, our House Bill 3 connection is to aim for 60%. At the state level, there we go. At
the state level, 45% hit that in 2025. And for KDISD, we're sitting at 50%",2:04:00,2:06:00
F,5,RELABEL_Katy_ISD-2025-09-22-Board_Meetings - Katy_ISD-2025-09-22-Board_Meetings,63,-44.86877,-14.294094,"[02:06:00–02:06:30]
We're sitting at 57%. The green chart again represents our student groups, and the top line shows
your federal targets. Last year, one of our groups was Hispanic, but we did meet that federal
target, so we're moving over to have a focus on special ed and special education and economically
disadvantaged students again, pointing out that special ed has met that target. In the CCMR world,
the percent of KDIS annual grads who earn CCMR credit will increase from 79%.

[02:06:30–02:07:00]
79% to 81% by 2029. So again, you have your HB3 connection of 60%, the state performance at 82%, and
our district performance at the 83%. The green chart again represents multiple student groups in the
federal target. KDISD is above the federal target for every student group, but we have a focus on
African American and ECD, economically disadvantaged student groups. Both student groups have met
the target, but we are still aiming to close the gap. At this time, I'll answer any questions you
may have.

[02:07:00–02:07:30]
Mr. President? Champagne. All right. So I'm gonna, you know, I always I'm not gonna ask that one
question I always ask. You're not? I love that. Well, okay. No, no, no, you don't have to. I I'm
glad that we understand. Okay. I do understand. Yes. I just don't like it, but I know. You know what
I'm talking about. Yes. So I'm not gonna talk about that one. I'm gonna talk about um how do you
measure the CCMR the getting to the age?

[02:07:30–02:08:00]
getting to the eighty the seventy nine percent. Now I'm gonna just phrase this by saying I may know
the answer to that somewhat, but I would like a further explanation and also I just want everyone
else to know.'Cause sure'cause we graduate more than that. It is actually the percent of kids who
meet meet one of those indicators. Okay. So they meet one of these things. Mm-hmm. And then they are
are'cause we'll graduate like ninety seven percent. But there's a certain percentage of them who are
not.",2:06:00,2:08:00
F,5,RELABEL_Katy_ISD-2025-09-22-Board_Meetings - Katy_ISD-2025-09-22-Board_Meetings,64,-45.003563,-13.336328,"[02:08:30–02:09:00]
at CCMR. Correct. But it still doesn't mean that they can't be successful adults. Okay. That's it.
Thanks. Perfect. Thank you. Mr. President. Ms. Gazilla. Thank you, Ms. Martinez. I looked a little
further into the detailed report that you had, the 62 page one. And just at the high level for
elementary and secondary. And I was curious if you could speak to, and maybe you cannot, because I
know you're a data collector, but for the special ed, um I know you mentioned they're off they may.

[02:09:00–02:09:30]
They're off, they met the federal target uh which was twenty-six percent for elementary schools
overall. Um let's see, but I look like we had a target of forty-four percent, but it was thirty-four
percent. So I was curious if we could speak to that 10% gap of not meeting our goal for special ed.
Sure. Um I would say at the district level for these it is very difficult because if you can imagine
the chart that you're looking at, every campus has that chart as well, and it may not be special ed
focused. They may have a different focus.

[02:09:30–02:10:00]
in a different student group. So while we are mandated to make a district report, I can't say that
every campus has the same goal. Okay. So there are there just so many reasons, or is there an
aggregate explanation that campuses are facing? Could you s or no? Right. Well, it's going to depend
on the population at the campus. Okay. The 10% though, it makes more sense at the campus level. And
although it looks like a big number of 10%, when you put that to the raw numbers and divide that by
our 48 schools, it's really not as much. And so it makes more sense with raw numbers. But again, if
the",2:08:00,2:10:00
F,5,RELABEL_Katy_ISD-2025-09-22-Board_Meetings - Katy_ISD-2025-09-22-Board_Meetings,65,-44.758537,-13.606709,"[02:10:00–02:10:30]
campus is not focused on special education and they're focused on something else and it's not
contributing to this, but overall you will see that our numbers are going up, right? And so with the
eight indicators or the eight student groups that we saw in reading specifically, let me go back to
that page. Of the eight student groups that we saw, five of those student groups did increase, two
of them remained the same, and only one of them went down. On the math side, very similar. Five of
our student groups went up, one remained the same, and two of them went down.

[02:10:30–02:11:00]
Right, so we are seeing across the board that we are closing the gap, but I would say the the goals
are really focused on at the campus level and by the student groups that they're they're seeing
their numbers low. Okay. Okay. And the same with EcoDisc, excuse me, on uh for elementary, there's a
ten percent almost nine percent actually to be fair. Uh it just doesn't stack up as nicely as we
would like it to because the campus's groups are different. Okay. Just seeking some color for for
maybe what's going on, but

[02:11:00–02:11:30]
uh if you can imagine loan especially, let's say at side two, like if the numbers don't meet minimum
size, then we're not choosing that campus for that student group, right? And so where it might be
show low, it's not going to be used for their focus group. We'll also say campuses are juggling four
different accountability systems. This is one of them. And so at times we we prioritize a different
system. And so while every campus has goals and targets for House Bill three, that may not be their
priority accountability system. But we work through campuses, um principals particularly, but then
we go out to

[02:11:30–02:12:00]
the campus as well to pull kid lists, to look at individual kids, and try to really figure out how
to monitor differently to benefit all kids. Okay. And then thank you. The uh targets. Okay. What I
just was curious at these with these overall for elementary and secondary. Um some of them had 2025
targets listed and some didn't. I was just curious, was there a rhyme or reason? In the the big
sheet? Your detailed success. They should all have 2025 targets.",2:10:00,2:12:00
F,5,RELABEL_Katy_ISD-2025-09-22-Board_Meetings - Katy_ISD-2025-09-22-Board_Meetings,66,-45.57644,-19.267345,"[02:12:00–02:12:30]
Are you looking at a campus? Uh no. I was looking at the summary slide. Maybe that's why. Oh, okay.
So we only put the 2026 target if that's the focus area for that year. So you should see two for
each, and that's should hold true for the campus as well. Okay, I'm sorry. I'm looking like uh let's
see, reading. Okay. Uh KDSD targets, targets. Uh right. So that I'm looking at the 2025 line for
African American, Hispanic, White, American Indian. Those are all blank. Oh, because

[02:13:00–02:13:30]
the prior year we only gave you the two that we were focused on. So that that's yeah. Okay. The
targets we will only show you the two that we're focused on. Okay. I got it. Uh then high school, I
was trying to read that. I think it's I don't know, slide fifty-three. It's way in the end. I was
just looking at the summaries. Um what did I I I'm apologizing, I'm not sure what I what two or more
mean. What's percent two or more? Two or more races. Oh, excuse me. I don't even think about that.
Okay. And they were ten percent

[02:13:30–02:14:00]
And they were 10% below target? Let's see. No, they weren't. Okay. Maybe I. That's all right. Okay.
I'm I'm just trying to understand and maybe if there's color around the numbers, but I I think I get
it. And there are so many accountability systems. There are. God bless them. Thank you. Mr.
President, I have a question. Ms. Calvin. If you're done, Trustee Cusello. Sorry. I am done. Thank
you so much. Um, I wanted to see uh I'm gonna ask the same question again. So we're anticipating
that the star test is going away. That's that's apparently.",2:12:00,2:14:00
F,5,RELABEL_Katy_ISD-2025-09-22-Board_Meetings - Katy_ISD-2025-09-22-Board_Meetings,67,-43.789143,-29.087786,"[02:14:00–02:14:30]
gonna happen. So we've got three smaller tests that are coming up. So what are you anticipating, or
what is your team anticipating? We're looking forward at these to these accountability ratings. So
how is that going to impact what we're looking at? What are you looking at? Right. So we still have
two years before that happens. Um, but I will say that the introduction of the map assessment gives
us a really good idea of what's going to happen. But we just finished our initial uh beginning of
year map assessment on Monday. Is that today? Today's Monday, Tuesday, anyways. We just finished
that. So looking at the data.

[02:14:30–02:15:00]
we were sitting with C and I today to kind of comb through some of that data and just really get
what our presentations are going to look like. It's a combination of accountability, predictability,
and also instructionally sound, like what do we do with the data? So we're working on what that
looks like right now. We'll start meeting with principals on October 2nd during PLC to start
fleshing out what that looks like. But the map test and the way it's designed is the way the state
is moving to the three assessments, with the exception of the third test will be criterion, which is
like STAR, but the first two are very similar to map.

[02:15:00–02:15:30]
Very similar to MAPS. So we are really set up and in a good place to learn before it actually
happens to us. You asked specifically about accountability. There is a 2028 document on
accountability, however, that will be changed based on what was just prep or just signed. And so TEA
is working through that. Our team will go through webinars to learn what the interpretation of that
looks like. And so we're on the very beginning side of just learning what it is. So we can read the
statute, but then TEA is going to interpret that to tell us what we're going to do next. But we're
we're sitting pretty

[02:15:30–02:16:00]
We are in a really good spot for what that looks like. And the assessments should give us more
instructionally sound information as opposed to end of year when kids are about to leave. Right.
That's the whole idea. Could you um expound on and it's not on the tip of my tongue, you uh alluded
to that there are four other accountability assessments that these campuses are having to work in.
Did I get that number correctly? Uh there are four accountability systems. Right. So could you pull
that apart just a little bit? Not high level, just high level. You don't have to go into the
details. Uh so the one you're familiar with is the A through F accountability system.",2:14:00,2:16:00
F,5,RELABEL_Katy_ISD-2025-09-22-Board_Meetings - Katy_ISD-2025-09-22-Board_Meetings,68,-36.67019,-10.78593,"[02:16:00–02:16:30]
System that gives you the ratings. Within that system, we have a federal system, which gives us
federal labels of targeted and additional targeted. And then we have this hospital three piece as
well, which is what we taught today. And finally, there's one called Talent, which used to TALENT is
really it compares student groups as well. That's where we're focused on. So within those four
systems, our training with principals was to go through all four of them and really

[02:17:00–02:17:30]
pinpoint their strengths and where we needed to focus. And then we help prioritize within those
systems where the principal needs to focus. That then goes into very student-leveled information
with kid list and stories behind the numbers to really figure out how we can monitor differently.
Doesn't matter which system they're looking at, all kids get what they need, but we monitor kids
differently. And when we monitor kids differently, we get to the specificity of the program and make
adjustments along the way that truly benefits all kids.

[02:17:30–02:18:00]
And so regardless of what system it is, we prioritize, we get down to the kids, we work on the
program, we monitor the kids, which really benefits all kids within the program. Okay. When you're
talking about doing that, and we're looking at some of these schools that are, we'll say,
underperforming. That's a better way to put it, I guess. Okay. How are we pulling those schools up?
I mean, I know that we've got we have our interventions and we have all of these different tools
that we're using, but what does that look like from your perspective? Sure. Uh so there are schools
that we work with very specifically. Um we work through the uh",2:16:00,2:18:00
F,5,RELABEL_Katy_ISD-2025-09-22-Board_Meetings - Katy_ISD-2025-09-22-Board_Meetings,73,-35.269073,-19.396824,"[02:26:00–02:26:30]
had historically that had been true, that we were seeing a large number of emergent bilingual and
bilingual students, and our numbers were growing. We're waiting for those numbers to stabilize them
on the finance committee, so I've seen some of this. And we haven't finalized some of that data, but
we're actually seeing a drop in enrollment from our bilingual and emergent bilingual students by
significant percentage points when we're looking at that is what the cost is towards our enrollment.

[02:26:30–02:27:00]
Again, we're waiting for that to stabilize out. We haven't been presented with that data yet. I
think we were expecting to do a more ready for the public to view data on that next month. But it is
interesting to note that we are seeing some of these numbers drop, so much so that PASA did give us
an explanation that was in one of our Friday updates labeled Where Have All the Students Gone that
outlined why we're seeing these drop in numbers and what this.

[02:27:00–02:27:30]
could do to our data, to our accountability ratings, what does that look like? We don't know.
Because we're seeing new, we're seeing new trends in the data, and we're seeing this start to drop.
And there's a lot of reasons why that looks to be dropping. But just a just a thing to note that we
are seeing those numbers decrease, and a lot of that could be attributed to changes in immigration
policy. So Mr. President, may I? So as a long time

[02:27:30–02:28:00]
longtime member of this board for years. Uh Dr. Gorski, I this might be right, and really Chris
Smith may be the one who'd be able to help the most because he'd been around as long as I have. The
we hovered around 32% ED. And now we're 44. About 44% economically disadvantaged. For the economic
yes. From 32 to 34. And it went like it didn't go 33, 34, it went 32 like that. We can thank COVID
for that. Along with",2:26:00,2:28:00
F,5,RELABEL_NEW_Copy of Katy_ISD-2025-10-27-Board_Meetings - NEW_Copy of Katy_ISD-2025-10-27-Board_Meetings,39,-36.328785,-12.114219,"[01:18:00–01:18:30]
can support that. Sure. The data can be run in many, many ways. And so by ratings, if we're talking
about state accountability, absolutely. We can also put an asterisk by schools that are Title I. So
you know automatically which ones are Title I. That kind of helps just pull it out to a different
level. Right. Yeah, like the Title I schools. That'd be great to be able to track isolated? Or do
you want to be isolated? I want to see isolation of where we have things where we're trying to work
on the growth of the outcome. I typically like to uh I can isolate Title I schools, but I do like to
show.

[01:18:30–01:19:00]
the longitudinal so you can see year after year the ratings and not just a letter grade but a number
grade as well. But also keep in mind that um there are different domains in the system and so
sometimes you'll see growth in one domain. You may not see it overall. So we can do it in both
different both ways, where it's just a high level overall, but then to domains included so you can
see a a little bit more detail. Yeah. That would be fabulous. So I can have a perspective of where
in the district we need to to help out. And in you know, I've read a lot about the the Mississippi
Miracle.

[01:19:00–01:19:30]
Miracle, I don't know if people under with literacy. Um, and so I think they focused on like a
fourth grade literacy level. Uh that's part of that uh Mississippi Miracle. If anyone knows what I'm
talking about, sounds funny, but they they achieved quite high success with where they were, and
they focused on the lit fourth grade literacy rate, I believe. Do we have a uh do we watch fourth
grade literacy reading? So House Bill three is more about third grade. Uh so in our state, that's
where we where we watched that piece. But I would say our our teams watch.

[01:19:30–01:20:00]
all grade levels. Uh but the House Bill three is what you're gonna see when we pull out a specific
one. Okay. I and we I know we are obliged to do that because that's how the state defined it. Maybe
there's something else we could do on top of that to be to be discussed. The high schools, I had a
question from someone a constituent who was used to seeing the I don't I think this applies uh the
campus profiles for high schools that are given that accompany transcripts when they're sent out for
high school students.",1:18:00,1:20:00
